position,salary,hours,years,type_job,salary_millions,Salary_per_hour,year_cut_in_10
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO LICENCIADO           ,679111.5,Part Time,4,PUESTO NO ADMINISTRATIVO ,0.6791115,7814.430273126454,10 años
PROFESOR INTERINO BACHILLER            ,513602.05,Full time,1,PUESTO NO ADMINISTRATIVO ,0.51360205,2954.969403301083,10 años
PROFESOR INTERINO LICENCIADO           ,341815.45,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.34181545,3933.217152562344,10 años
PROFESOR INTERINO LICENCIADO           ,618709.3,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.6187093,4068.223750915616,10 años
PROFESOR INTERINO LICENCIADO           ,832269.1,3/4 of time,0,PUESTO NO ADMINISTRATIVO ,0.8322691,6384.527283494888,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO LICENCIADO           ,459593.65,3/4 of time,1,PUESTO NO ADMINISTRATIVO ,0.45959365,3525.6483723185215,10 años
PROFESOR INTERINO LICENCIADO           ,757548.85,7/8 of time,4,PUESTO NO ADMINISTRATIVO ,0.7575488499999999,4981.140939773833,10 años
PROFESOR INTERINO LICENCIADO           ,31136.3,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.0311363,1433.1222210971084,10 años
PROFESOR INTERINO LICENCIADO           ,221490.9,3/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.2214909,3398.2150583166863,10 años
PROFESOR INTERINO LICENCIADO           ,590642.5,Full time,2,PUESTO NO ADMINISTRATIVO ,0.5906425,3398.2156336589005,10 años
PROFESOR INTERINO LICENCIADO           ,1062945.0,Full time,4,PUESTO NO ADMINISTRATIVO ,1.062945,6115.571291804365,10 años
PROFESOR INTERINO LICENCIADO           ,166713.85,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.16671385,3836.700619528495,10 años
PROFESOR INTERINO LICENCIADO           ,174239.45,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.17423945000000002,4009.8924340197545,10 años
PROFESOR INTERINO LICENCIADO           ,170907.7,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.17090770000000002,3933.2165772201306,10 años
PROFESOR INTERINO BACHILLER            ,566129.5,7/8 of time,0,PUESTO NO ADMINISTRATIVO ,0.5661295,3722.493710687688,10 años
PROFESOR INTERINO LICENCIADO           ,208067.25,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.20806725,4788.394887278953,10 años
PROFESOR INTERINO BACHILLER            ,256801.05,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.25680105,2954.9696909721897,10 años
PROFESOR INTERINO LICENCIADO           ,76598.95,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.07659895,3525.648755879997,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,377174.05,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.37717405,4340.083056401947,10 años
PROFESOR INTERINO BACHILLER            ,96300.4,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.0963004,2216.2274120646957,10 años
PROFESOR INTERINO LICENCIADO           ,416134.5,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.4161345,4788.394887278953,10 años
PROFESOR INTERINO LICENCIADO           ,153197.85,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.15319785,3525.64760519557,10 años
PROFESOR INTERINO LICENCIADO           ,516812.2,7/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.5168122,3398.2157158506448,10 años
PROFESOR INTERINO LICENCIADO           ,831497.3,7/8 of time,4,PUESTO NO ADMINISTRATIVO ,0.8314973,5467.377110190856,10 años
PROFESOR INTERINO LICENCIADO           ,73830.3,1/8  of time,0,PUESTO NO ADMINISTRATIVO ,0.0738303,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,791997.95,Full time,0,PUESTO NO ADMINISTRATIVO ,0.79199795,4556.698536789682,10 años
PROFESOR INTERINO LICENCIADO           ,153197.85,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.15319785,3525.64760519557,10 años
PROFESOR INTERINO LICENCIADO           ,312385.35,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.31238534999999995,4792.759433310933,10 años
PROFESOR INTERINO LICENCIADO           ,76598.95,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.07659895,3525.648755879997,10 años
PROFESOR INTERINO LICENCIADO           ,36158.3,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.036158300000000004,1664.2717088124016,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,552767.0,Part Time,4,PUESTO NO ADMINISTRATIVO ,0.552767,6360.603787132586,10 años
PROFESOR INTERINO BACHILLER            ,513602.05,Full time,0,PUESTO NO ADMINISTRATIVO ,0.51360205,2954.969403301083,10 años
PROFESOR INTERINO LICENCIADO           ,256361.5,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.2563615,3933.2158100971787,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO BACHILLER            ,192600.75,3/8 of time,0,PUESTO NO ADMINISTRATIVO ,0.19260075,2954.9691156299764,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,968413.0,Full time,4,PUESTO NO ADMINISTRATIVO ,0.968413,5571.688790492584,10 años
PROFESOR INTERINO,961460.0,Full time,4,PUESTO NO ADMINISTRATIVO ,0.96146,5531.685246384549,10 años
PROFESOR INTERINO BACHILLER            ,385201.55,3/4 of time,1,PUESTO NO ADMINISTRATIVO ,0.38520155,2954.969499191452,10 años
PROFESOR INTERINO LICENCIADO           ,352908.9,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.3529089,4060.867754140162,10 años
PROFESOR INTERINO LICENCIADO           ,996363.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.996363,5732.496939179424,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,62272.65,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.06227265,2866.246743563071,10 años
PROFESOR INTERINO LICENCIADO           ,186818.0,1/4 of  time,4,PUESTO NO ADMINISTRATIVO ,0.186818,4299.371266029034,10 años
PROFESOR INTERINO LICENCIADO           ,85453.85,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.08545385000000001,3933.2165772201306,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO BACHILLER            ,64200.25,1/8  of time,0,PUESTO NO ADMINISTRATIVO ,0.06420025,2954.9691156299764,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO LICENCIADO           ,317470.35,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.31747034999999996,3653.081878101094,10 años
PROFESOR INTERINO LICENCIADO           ,236626.2,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.2366262,3630.427778442617,10 años
PROFESOR INTERINO LICENCIADO           ,93408.95,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.09340894999999999,4299.36896466018,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,893381.2,Full time,3,PUESTO NO ADMINISTRATIVO ,0.8933812,5139.999171507212,10 años
PROFESOR INTERINO LICENCIADO           ,124545.35,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.12454535,5732.495788494996,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,1,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESOR INTERINO LICENCIADO           ,186551.3,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.18655129999999998,4293.233515294896,10 años
PROFESOR INTERINO LICENCIADO           ,1246044.0,Full time,3,PUESTO NO ADMINISTRATIVO ,1.246044,7169.01713138975,10 años
PROFESOR INTERINO LICENCIADO           ,237536.8,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.2375368,3644.3986216334806,10 años
PROFESOR INTERINO LICENCIADO           ,590642.5,Full time,0,PUESTO NO ADMINISTRATIVO ,0.5906425,3398.2156336589005,10 años
PROFESOR INTERINO LICENCIADO           ,870075.15,Full time,3,PUESTO NO ADMINISTRATIVO ,0.87007515,5005.909627546464,10 años
PROFESOR INTERINO LICENCIADO           ,281897.55,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.28189755,4325.0016109581975,10 años
PROFESOR INTERINO LICENCIADO           ,355852.8,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.35585279999999997,4094.7427529894776,10 años
PROFESOR INTERINO LICENCIADO           ,83056.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0830567,3822.882050243484,10 años
PROFESOR INTERINO LICENCIADO           ,83056.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0830567,3822.882050243484,10 años
PROFESOR INTERINO LICENCIADO           ,295321.2,Part Time,1,PUESTO NO ADMINISTRATIVO ,0.2953212,3398.2150583166867,10 años
PROFESOR INTERINO BACHILLER            ,321001.3,5/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.3210013,2954.9695759037468,10 años
PROFESOR INTERINO LICENCIADO           ,166113.45,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16611345000000002,3822.8832009279117,10 años
PROFESOR INTERINO LICENCIADO           ,240194.6,5/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.2401946,2211.1054855428006,10 años
PROFESOR INTERINO LICENCIADO           ,39376.2,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.0393762,1812.383205530649,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,120491.0,3/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.120491,1848.6282307383096,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESOR INTERINO BACHILLER            ,385201.55,3/4 of time,0,PUESTO NO ADMINISTRATIVO ,0.38520155,2954.969499191452,10 años
PROFESOR INTERINO BACHILLER            ,361856.0,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.361856,4163.8206405169785,10 años
PROFESOR INTERINO LICENCIADO           ,120813.2,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.1208132,1390.1786782778395,10 años
PROFESOR INTERINO LICENCIADO           ,221490.9,3/8 of time,0,PUESTO NO ADMINISTRATIVO ,0.2214909,3398.2150583166863,10 años
PROFESOR INTERINO LICENCIADO           ,215869.75,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.21586975,4967.959192127477,10 años
PROFESOR INTERINO LICENCIADO           ,30203.3,1/8  of time,0,PUESTO NO ADMINISTRATIVO ,0.0302033,1390.1786782778395,10 años
PROFESOR INTERINO LICENCIADO           ,41998.05,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.04199805,1933.060084138045,10 años
PROFESOR INTERINO LICENCIADO           ,893381.1,3/4 of time,3,PUESTO NO ADMINISTRATIVO ,0.8933810999999999,6853.331461553331,10 años
PROFESOR INTERINO LICENCIADO           ,283884.85,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.28388484999999997,4355.491679784468,10 años
PROFESOR INTERINO LICENCIADO           ,236966.75,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.23696675,5453.478979296886,10 años
PROFESOR INTERINO BACHILLER            ,618657.05,7/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.61865705,4067.8801894223825,10 años
PROFESOR INTERINO LICENCIADO           ,153197.85,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.15319785,3525.64760519557,10 años
PROFESOR INTERINO LICENCIADO           ,120412.2,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.1204122,5542.257734900718,10 años
PROFESOR INTERINO LICENCIADO           ,120412.2,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.1204122,5542.257734900718,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,5/8 of time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,2718.572967200891,10 años
PROFESOR INSTRUCTOR                    ,958614.45,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.95861445,6303.215538316475,10 años
PROFESOR INTERINO LICENCIADO           ,832269.0,Full time,0,PUESTO NO ADMINISTRATIVO ,0.832269,4788.394887278953,10 años
PROFESOR INTERINO LICENCIADO           ,118874.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.11887460000000001,2735.743019948265,10 años
PROFESOR INTERINO LICENCIADO           ,637625.4,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.6376254,4192.603532009411,10 años
PROFESOR INTERINO LICENCIADO           ,31136.3,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.0311363,1433.1222210971084,10 años
PROFESOR INTERINO LICENCIADO           ,252254.85,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.25225485000000003,3870.209700729994,10 años
PROFESOR INTERINO LICENCIADO           ,504509.9,3/4 of time,3,PUESTO NO ADMINISTRATIVO ,0.5045099000000001,3870.211234975897,10 años
PROFESOR INTERINO LICENCIADO           ,155406.1,1/8  of time,4,PUESTO NO ADMINISTRATIVO ,0.15540610000000002,7152.935165836639,10 años
PROFESOR INTERINO BACHILLER            ,385201.55,3/4 of time,0,PUESTO NO ADMINISTRATIVO ,0.38520155,2954.969499191452,10 años
PROFESOR INSTRUCTOR                    ,559103.5,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.5591035,6433.516905855602,10 años
PROFESOR INTERINO LICENCIADO           ,536192.6,7/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.5361926,3525.648427113018,10 años
PROFESOR INTERINO LICENCIADO           ,672679.75,Full time,3,PUESTO NO ADMINISTRATIVO ,0.67267975,3870.2105637433137,10 años
PROFESOR INTERINO LICENCIADO           ,115159.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.1151597,5300.498936767589,10 años
PROFESOR INTERINO BACHILLER            ,449401.75,7/8 of time,0,PUESTO NO ADMINISTRATIVO ,0.44940175,2954.9691156299764,10 años
PROFESOR INTERINO LICENCIADO           ,236966.75,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.23696675,5453.478979296886,10 años
PROFESOR INTERINO LICENCIADO           ,104033.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1040336,2394.196868297263,10 años
PROFESOR INTERINO LICENCIADO           ,205048.5,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.2050485,4718.922314992958,10 años
PROFESOR INTERINO LICENCIADO           ,252254.9,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.2522549,3870.210467852945,10 años
PROFESOR INTERINO LICENCIADO           ,295355.05,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.29535505,4531.472753327012,10 años
PROFESOR INTERINO LICENCIADO           ,710900.25,3/4 of time,3,PUESTO NO ADMINISTRATIVO ,0.71090025,5453.478979296885,10 años
PROFESOR INTERINO LICENCIADO           ,118483.35,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.11848335,5453.477828612458,10 años
PROFESOR INTERINO LICENCIADO           ,118483.35,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.11848335,5453.477828612458,10 años
PROFESOR INTERINO LICENCIADO           ,185683.15,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.18568315,4273.254181587208,10 años
PROFESOR INTERINO LICENCIADO           ,380063.2,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.3800632,4373.328055527427,10 años
PROFESOR INTERINO LICENCIADO           ,115159.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.1151597,5300.498936767589,10 años
PROFESOR INTERINO LICENCIADO           ,89155.9,Full time,2,PUESTO NO ADMINISTRATIVO ,0.0891559,512.9515285691929,10 años
PROFESOR INTERINO LICENCIADO           ,490357.65,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.49035765000000003,3761.646077086651,10 años
PROFESOR INTERINO LICENCIADO           ,453209.2,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.45320920000000003,3476.6717910479815,10 años
PROFESOR INTERINO LICENCIADO           ,81726.25,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.08172625,3761.644926402224,10 años
PROFESOR INTERINO LICENCIADO           ,929835.45,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.92983545,6113.9838404454395,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESOR INTERINO LICENCIADO           ,369067.65,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.36906765,4246.803974003737,10 años
PROFESOR INTERINO LICENCIADO           ,115159.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.1151597,5300.498936767589,10 años
PROFESOR INTERINO LICENCIADO           ,947867.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.947867,5453.478979296886,10 años
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO BACHILLER            ,361856.0,Part Time,1,PUESTO NO ADMINISTRATIVO ,0.361856,4163.8206405169785,10 años
PROFESOR INSTRUCTOR                    ,1395099.0,Full time,3,PUESTO NO ADMINISTRATIVO ,1.395099,8026.593467794644,10 años
PROFESOR INTERINO LICENCIADO           ,527505.95,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.52750595,4046.619212440892,10 años
PROFESOR INTERINO BACHILLER            ,128400.5,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1284005,2954.9691156299764,10 años
PROFESOR INTERINO LICENCIADO           ,157750.8,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1577508,3630.427778442617,10 años
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO LICENCIADO           ,163807.4,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.1638074,1884.90624223288,10 años
PROFESOR INTERINO LICENCIADO           ,118483.35,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.11848335,5453.477828612458,10 años
PROFESOR INTERINO LICENCIADO           ,879070.15,Full time,3,PUESTO NO ADMINISTRATIVO ,0.87907015,5057.661659655163,10 años
PROFESOR INTERINO LICENCIADO           ,442981.9,3/4 of time,0,PUESTO NO ADMINISTRATIVO ,0.44298190000000004,3398.2158254396377,10 años
PROFESOR INTERINO LICENCIADO           ,278524.75,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.27852475,4273.2545651486835,10 años
PROFESOR INTERINO LICENCIADO           ,62671.9,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.0626719,1442.311586931907,10 años
PROFESOR INTERINO LICENCIADO           ,460639.0,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.460639,3028.857850363682,10 años
PROFESOR INTERINO LICENCIADO           ,73830.3,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0738303,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,115159.7,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.1151597,5300.498936767589,10 años
PROFESOR INTERINO LICENCIADO           ,154372.45,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.15437245000000002,3552.6794837569387,10 años
PROFESOR INTERINO LICENCIADO           ,223672.25,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.22367225,5147.523496976,10 años
PROFESOR INTERINO LICENCIADO           ,114898.45,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.11489845,2644.237142252211,10 años
PROFESOR INTERINO,318199.05,3/8 of time,3,ADMINISTRATIVO,0.31819905,4881.9558873618025,10 años
PROFESOR INTERINO LICENCIADO           ,19688.1,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.0196881,906.1916027653245,10 años
PROFESOR INTERINO LICENCIADO           ,326905.15,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.32690515000000003,3761.646652428865,10 años
PROFESOR INTERINO LICENCIADO           ,205048.5,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.2050485,4718.922314992958,10 años
PROFESOR INTERINO LICENCIADO           ,520168.1,5/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.5201681,4788.394657142067,10 años
PROFESOR INTERINO LICENCIADO           ,250627.25,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.25062725,2883.928735812061,10 años
PROFESOR INTERINO LICENCIADO           ,854411.0,3/4 of time,3,PUESTO NO ADMINISTRATIVO ,0.854411,6554.382880270518,10 años
PROFESOR INTERINO LICENCIADO           ,201873.75,Part Time,1,PUESTO NO ADMINISTRATIVO ,0.20187375,2322.929803647209,10 años
PROFESOR VISITANTE,1791188.0,Full time,3,PUESTO NO ADMINISTRATIVO ,1.791188,10305.460688017232,10 años
PROFESOR INTERINO LICENCIADO           ,135966.45,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.13596645000000002,6258.1790649078075,10 años
PROFESOR INTERINO LICENCIADO           ,67983.15,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.06798314999999999,3129.0860804006215,10 años
PROFESOR INTERINO LICENCIADO           ,40863.1,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0408631,1880.8213125166847,10 años
PROFESOR INTERINO LICENCIADO           ,48984.4,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.048984400000000004,2254.6234500280766,10 años
PROFESOR INTERINO LICENCIADO           ,150580.25,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.15058025,3465.4069740681757,10 años
PROFESOR INTERINO LICENCIADO           ,879070.2,Full time,3,PUESTO NO ADMINISTRATIVO ,0.8790701999999999,5057.661947326269,10 años
PROFESOR INTERINO LICENCIADO           ,118483.2,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.1184832,5453.470924505896,10 años
PROFESOR INTERINO LICENCIADO           ,572083.9,7/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.5720839,3761.6459127031617,10 años
PROFESOR INTERINO LICENCIADO           ,787544.15,7/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.78754415,5178.370223180175,10 años
PROFESOR INTERINO LICENCIADO           ,111142.6,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.11114260000000001,5115.602360283896,10 años
PROFESOR INSTRUCTOR                    ,125221.0,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.125221,5763.594185821726,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,123444.75,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.12344475,2840.9190286382336,10 años
PROFESOR INTERINO LICENCIADO           ,473252.4,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.4732524,3630.427778442617,10 años
PROFESOR INTERINO LICENCIADO           ,65381.0,1/8  of time,3,PUESTO NO ADMINISTRATIVO ,0.065381,3009.315941121779,10 años
PROFESOR INTERINO,660707.15,3/4 of time,3,ADMINISTRATIVO,0.66070715,5068.436189178657,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,113151.1,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.1131511,5208.048347156889,10 años
PROFESOR INTERINO LICENCIADO           ,236966.75,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.23696675,5453.478979296886,10 años
PROFESOR VISITANTE,2052293.0,Full time,1,PUESTO NO ADMINISTRATIVO ,2.052293,11807.707974703353,10 años
PROFESOR INTERINO LICENCIADO           ,194793.8,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1947938,4482.923843101877,10 años
PROFESOR INTERINO LICENCIADO           ,78875.4,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0788754,3630.427778442617,10 años
PROFESOR INTERINO LICENCIADO           ,921278.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.921278,5300.501238136443,10 años
PROFESOR INTERINO LICENCIADO           ,653810.3,Full time,2,PUESTO NO ADMINISTRATIVO ,0.6538103000000001,3761.646652428865,10 años
PROFESOR INTERINO LICENCIADO           ,760072.15,7/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.7600721500000001,4997.7324941446595,10 años
PROFESOR INTERINO LICENCIADO           ,57579.9,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.0575799,2650.2517697526487,10 años
PROFESOR INTERINO LICENCIADO           ,315501.6,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.3155016,3630.427778442617,10 años
PROFESOR INTERINO LICENCIADO           ,631003.25,Full time,2,PUESTO NO ADMINISTRATIVO ,0.63100325,3630.4280661137245,10 años
PROFESOR INTERINO LICENCIADO           ,111142.6,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.11114260000000001,5115.602360283896,10 años
PROFESOR INTERINO LICENCIADO           ,111142.6,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.11114260000000001,5115.602360283896,10 años
PROFESOR INTERINO LICENCIADO           ,39437.65,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.039437650000000005,1815.2115878524546,10 años
PROFESOR INTERINO LICENCIADO           ,78752.35,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.07875235000000001,1812.3820548462222,10 años
PROFESOR INTERINO LICENCIADO           ,315501.7,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.3155017,3630.4289291270447,10 años
