position,salary,hours,years,type_job,salary_millions,Salary_per_hour,year_cut_in_10
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,996363.0,Full time,4,PUESTO NO ADMINISTRATIVO ,0.996363,5732.496939179424,10 años
PROFESOR INTERINO LICENCIADO           ,653810.25,Full time,2,PUESTO NO ADMINISTRATIVO ,0.65381025,3761.6463647577575,10 años
PROFESOR INTERINO,889724.45,5/8 of time,9,ADMINISTRATIVO,0.88972445,8190.336552181236,10 años
PROFESOR INTERINO LICENCIADO           ,208067.25,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.20806725,4788.394887278953,10 años
TECNICO ESPECIALIZADO D,710748.0,Full time,4,ADMINISTRATIVO,0.710748,4089.2332759525366,10 años
TECNICO ASISTENCIAL A,666851.0,Full time,5,ADMINISTRATIVO,0.666851,3836.675304471099,10 años
PROFESIONAL B,1043025.0,Full time,4,ADMINISTRATIVO,1.043025,6000.96312286548,10 años
PROFESOR INTERINO LICENCIADO           ,248735.2,1/4 of  time,6,PUESTO NO ADMINISTRATIVO ,0.24873520000000002,5724.314422218335,10 años
TRABAJADOR OPERATIVO C,1138979.0,Full time,9,ADMINISTRATIVO,1.138979,6553.026990453922,10 años
PROFESOR INTERINO LICENCIADO           ,847223.55,3/4 of time,7,PUESTO NO ADMINISTRATIVO ,0.84722355,6499.246301700251,10 años
PROFESOR INSTRUCTOR                    ,196985.25,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.19698525,9066.714381714242,10 años
PROFESIONAL B,1715735.0,Full time,9,ADMINISTRATIVO,1.715735,9871.347727628392,10 años
PROFESOR INTERINO LICENCIADO           ,537793.5,Part Time,4,PUESTO NO ADMINISTRATIVO ,0.5377935,6188.306054441181,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR ADJUNTO                       ,1943579.0,Full time,8,PUESTO NO ADMINISTRATIVO ,1.943579,11182.230440666108,10 años
PROFESOR INSTRUCTOR                    ,1764992.0,Full time,8,PUESTO NO ADMINISTRATIVO ,1.764992,10154.744041756036,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,983241.3,7/8 of time,8,PUESTO NO ADMINISTRATIVO ,0.9832413000000001,6465.145439936245,10 años
PROFESOR INTERINO LICENCIADO           ,575070.7,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.5750706999999999,4411.499326466048,10 años
PROFESOR INTERINO,1157122.0,Full time,4,ADMINISTRATIVO,1.157122,6657.4113282580465,10 años
TECNICO ESPECIALIZADO D,777956.0,Full time,4,ADMINISTRATIVO,0.777956,4475.909270834292,10 años
PROFESOR INTERINO LICENCIADO           ,719966.75,5/8 of time,8,PUESTO NO ADMINISTRATIVO ,0.71996675,6627.63621802248,10 años
PROFESOR INTERINO LICENCIADO           ,1199310.35,7/8 of time,8,PUESTO NO ADMINISTRATIVO ,1.1993103500000002,7885.872817151641,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,516812.15,7/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.51681215,3398.2153870836655,10 años
PROFESOR INTERINO LICENCIADO           ,388345.4,5/8 of time,5,PUESTO NO ADMINISTRATIVO ,0.3883454,3574.90403291878,10 años
PROFESOR INTERINO LICENCIADO           ,237769.3,1/4 of  time,7,PUESTO NO ADMINISTRATIVO ,0.2377693,5471.948615036223,10 años
PROFESOR INTERINO LICENCIADO           ,503388.45,5/8 of time,1,PUESTO NO ADMINISTRATIVO ,0.50338845,4633.9300015649305,10 años
PROFESOR INTERINO BACHILLER            ,266431.0,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.266431,3065.7800259594405,10 años
TECNICO ESPECIALIZADO C,907179.0,Full time,7,ADMINISTRATIVO,0.907179,5219.383739448223,10 años
PROFESOR INTERINO LICENCIADO           ,688342.1,3/4 of time,5,PUESTO NO ADMINISTRATIVO ,0.6883421,5280.430233236062,10 años
TECNICO ESPECIALIZADO B,656958.0,Full time,4,ADMINISTRATIVO,0.656958,3779.756699284734,10 años
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO LICENCIADO           ,889141.0,Full time,2,PUESTO NO ADMINISTRATIVO ,0.889141,5115.6035109683235,10 años
TECNICO ASISTENCIAL A,853863.6,Full time,9,ADMINISTRATIVO,0.8538636,4912.637736925923,10 años
PROFESOR INTERINO LICENCIADO           ,810504.8,Full time,6,PUESTO NO ADMINISTRATIVO ,0.8105048,4663.176257237805,10 años
PROFESOR INTERINO LICENCIADO           ,193982.15,1/4 of  time,5,PUESTO NO ADMINISTRATIVO ,0.19398215,4464.244782796807,10 años
PROFESOR INTERINO LICENCIADO           ,671016.75,3/4 of time,3,PUESTO NO ADMINISTRATIVO ,0.67101675,5147.523496976001,10 años
PROFESOR INTERINO LICENCIADO           ,921278.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.921278,5300.501238136443,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,387768.65,3/8 of time,8,PUESTO NO ADMINISTRATIVO ,0.38776865000000005,5949.324624953589,10 años
PROFESOR INTERINO LICENCIADO           ,817348.6,1/4 of  time,5,PUESTO NO ADMINISTRATIVO ,0.8173486,18810.20611059458,10 años
PROFESOR INSTRUCTOR                    ,182486.55,1/8  of time,9,PUESTO NO ADMINISTRATIVO ,0.18248655,8399.377249588053,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR ASOCIADO                      ,1938863.0,Full time,9,PUESTO NO ADMINISTRATIVO ,1.938863,11155.097301875154,10 años
PROFESOR INTERINO,663782.2,7/8 of time,3,ADMINISTRATIVO,0.6637822,4364.593374424821,10 años
PROFESOR INTERINO LICENCIADO           ,868547.2,Full time,7,PUESTO NO ADMINISTRATIVO ,0.8685472,4997.118686194548,10 años
PROFESOR INTERINO LICENCIADO           ,901700.5,7/8 of time,5,PUESTO NO ADMINISTRATIVO ,0.9017005,5928.9869900331,10 años
PROFESIONAL B,1907195.0,Full time,9,ADMINISTRATIVO,1.907195,10972.897929688577,10 años
PROFESOR INTERINO LICENCIADO           ,612791.55,Full time,2,PUESTO NO ADMINISTRATIVO ,0.6127915500000001,3525.648468208891,10 años
PROFESOR INTERINO LICENCIADO           ,117021.0,1/8  of time,5,PUESTO NO ADMINISTRATIVO ,0.117021,5386.169693733833,10 años
TECNICO ESPECIALIZADO D,328818.0,Part Time,2,ADMINISTRATIVO,0.328818,3783.6575194925936,10 años
PROFESOR VISITANTE,2016256.0,Full time,8,PUESTO NO ADMINISTRATIVO ,2.016256,11600.371901206836,10 años
PROFESOR INTERINO LICENCIADO           ,701727.4,3/4 of time,4,PUESTO NO ADMINISTRATIVO ,0.7017274,5383.111941649559,10 años
PROFESIONAL B,1475752.0,Full time,5,ADMINISTRATIVO,1.475752,8490.62422328801,10 años
PROFESOR INTERINO LICENCIADO           ,73830.3,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.0738303,3398.2150583166867,10 años
PROFESIONAL A,935661.0,Full time,6,ADMINISTRATIVO,0.935661,5383.252708711141,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESOR INTERINO LICENCIADO           ,86396.0,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.086396,1988.2906352698585,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESIONAL A,1280374.0,Full time,9,ADMINISTRATIVO,1.280374,7366.53211330099,10 años
PROFESOR INTERINO LICENCIADO           ,62671.9,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.0626719,1442.311586931907,10 años
PROFESOR INTERINO LICENCIADO           ,707096.2,Full time,3,PUESTO NO ADMINISTRATIVO ,0.7070962,4068.2229289981674,10 años
PROFESOR INTERINO LICENCIADO           ,715390.6,3/8 of time,5,PUESTO NO ADMINISTRATIVO ,0.7153906,10975.850969489984,10 años
PROFESOR INTERINO LICENCIADO           ,451841.35,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.45184135,10398.536099271845,10 años
PROFESOR INTERINO LICENCIADO           ,315501.7,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.3155017,3630.4289291270447,10 años
TECNICO ESPECIALIZADO D,1253901.0,Full time,9,ADMINISTRATIVO,1.253901,7214.221769108265,10 años
PROFESOR INTERINO LICENCIADO           ,150613.75,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.15061375,3466.1779326343303,10 años
PROFESOR INSTRUCTOR                    ,145828.0,1/8  of time,7,PUESTO NO ADMINISTRATIVO ,0.145828,6712.080345389438,10 años
PROFESOR INTERINO LICENCIADO           ,983728.75,5/8 of time,7,PUESTO NO ADMINISTRATIVO ,0.98372875,9055.690824902651,10 años
PROFESOR INTERINO LICENCIADO           ,59064.25,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.05906425,1359.2862534635601,10 años
PROFESIONAL C,1695411.0,Full time,9,ADMINISTRATIVO,1.695411,9754.415176146771,10 años
PROFESIONAL D,1754327.0,Full time,9,ADMINISTRATIVO,1.754327,10093.383794681076,10 años
PROFESOR INTERINO LICENCIADO           ,234655.7,1/4 of  time,7,PUESTO NO ADMINISTRATIVO ,0.23465570000000002,5400.293194392025,10 años
PROFESOR INTERINO LICENCIADO           ,166113.45,1/4 of  time,3,PUESTO NO ADMINISTRATIVO ,0.16611345000000002,3822.8832009279117,10 años
PROFESOR INSTRUCTOR                    ,219824.5,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.2198245,5058.972576888733,10 años
PROFESOR INTERINO LICENCIADO           ,193982.15,1/4 of  time,5,PUESTO NO ADMINISTRATIVO ,0.19398215,4464.244782796807,10 años
PROFESOR INTERINO LICENCIADO           ,111142.6,1/8  of time,5,PUESTO NO ADMINISTRATIVO ,0.11114260000000001,5115.602360283896,10 años
PROFESOR INTERINO LICENCIADO           ,245178.8,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.24517879999999997,3761.645693525175,10 años
PROFESOR INTERINO LICENCIADO           ,1078149.0,Full time,5,PUESTO NO ADMINISTRATIVO ,1.078149,6203.046321952296,10 años
TECNICO ASISTENCIAL B,874597.0,Full time,9,ADMINISTRATIVO,0.874597,5031.925739429813,10 años
PROFESOR INTERINO LICENCIADO           ,163452.55,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.16345255,3761.6460770866506,10 años
PROFESOR INTERINO LICENCIADO           ,148793.1,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1487931,6848.556121180877,10 años
TRABAJADOR OPERATIVO B,811615.0,Full time,9,ADMINISTRATIVO,0.811615,4669.563706492621,10 años
TECNICO ASISTENCIAL A,333425.5,Part Time,6,ADMINISTRATIVO,0.3334255,3836.675304471099,10 años
TECNICO ASISTENCIAL B,714835.0,Full time,7,ADMINISTRATIVO,0.714835,4112.747512220269,10 años
PROFESIONAL B,1274523.0,Full time,7,ADMINISTRATIVO,1.274523,7332.868840386262,10 años
PROFESOR INTERINO LICENCIADO           ,713837.85,5/8 of time,5,PUESTO NO ADMINISTRATIVO ,0.71383785,6571.216779740589,10 años
PROFESOR INTERINO LICENCIADO           ,153197.85,1/4 of  time,1,PUESTO NO ADMINISTRATIVO ,0.15319785,3525.64760519557,10 años
PROFESOR INTERINO LICENCIADO           ,893220.45,7/8 of time,7,PUESTO NO ADMINISTRATIVO ,0.8932204499999999,5873.22778159878,10 años
PROFESOR INSTRUCTOR                    ,176050.7,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1760507,8103.151954782705,10 años
TECNICO ESPECIALIZADO B,984446.0,Full time,9,ADMINISTRATIVO,0.984446,5663.933407590835,10 años
TRABAJADOR OPERATIVO B,811615.0,Full time,9,ADMINISTRATIVO,0.811615,4669.563706492621,10 años
PROFESOR INTERINO LICENCIADO           ,148793.1,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1487931,6848.556121180877,10 años
PROFESOR INSTRUCTOR                    ,333977.7,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.3339777,7686.05876775506,10 años
PROFESOR INTERINO LICENCIADO           ,142731.1,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1427311,6569.53816129834,10 años
TRABAJADOR OPERATIVO C,982130.0,Full time,8,ADMINISTRATIVO,0.98213,5650.608481925048,10 años
PROFESOR INTERINO LICENCIADO           ,1006539.25,7/8 of time,7,PUESTO NO ADMINISTRATIVO ,1.00653925,6618.337372783616,10 años
PROFESIONAL A,1180131.0,Full time,7,ADMINISTRATIVO,1.180131,6789.791818173449,10 años
TRABAJADOR OPERATIVO A,732340.0,Full time,8,ADMINISTRATIVO,0.73234,4213.461166701954,10 años
TRABAJADOR OPERATIVO C,821234.0,Full time,9,ADMINISTRATIVO,0.821234,4724.905874013863,10 años
TECNICO ESPECIALIZADO D,710748.0,Full time,3,ADMINISTRATIVO,0.710748,4089.2332759525366,10 años
PROFESIONAL A,796377.0,Part Time,9,ADMINISTRATIVO,0.796377,9163.786119984166,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
TECNICO ESPECIALIZADO D,1159034.0,Full time,9,PUESTO NO ADMINISTRATIVO ,1.159034,6668.411871381097,10 años
TECNICO ASISTENCIAL B,836159.0,Full time,9,ADMINISTRATIVO,0.836159,4810.775699385994,10 años
PROFESOR INTERINO LICENCIADO           ,246886.3,3/8 of time,6,PUESTO NO ADMINISTRATIVO ,0.24688629999999998,3787.842942315422,10 años
TECNICO ESPECIALIZADO B,553674.0,Full time,2,ADMINISTRATIVO,0.553674,3185.520247443179,10 años
TRABAJADOR OPERATIVO B,750973.0,Full time,8,ADMINISTRATIVO,0.750973,4320.6646813524685,10 años
TECNICO ASISTENCIAL A,847412.0,Full time,9,ADMINISTRATIVO,0.847412,4875.51895867662,10 años
TECNICO ASISTENCIAL B,836159.0,Full time,9,ADMINISTRATIVO,0.836159,4810.775699385994,10 años
PROFESOR INTERINO LICENCIADO           ,1295020.8,7/8 of time,8,PUESTO NO ADMINISTRATIVO ,1.2950208,8515.201527582893,10 años
PROFESOR INTERINO LICENCIADO           ,34167.3,1/8  of time,7,PUESTO NO ADMINISTRATIVO ,0.034167300000000005,1572.6312010383776,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,416134.5,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.4161345,4788.394887278953,10 años
PROFESOR INTERINO LICENCIADO           ,136669.2,1/8  of time,6,PUESTO NO ADMINISTRATIVO ,0.13666920000000002,6290.524804153511,10 años
PROFESIONAL B,1312315.5,3/4 of time,8,ADMINISTRATIVO,1.3123155,10067.073395255497,10 años
TECNICO ASISTENCIAL A,847412.0,Full time,9,ADMINISTRATIVO,0.847412,4875.51895867662,10 años
PROFESIONAL A,1894094.0,Full time,9,ADMINISTRATIVO,1.894094,10897.522346291573,10 años
PROFESIONAL C,2413597.0,Full time,9,ADMINISTRATIVO,2.413597,13886.442405943055,10 años
TECNICO ESPECIALIZADO A,796718.0,Full time,7,ADMINISTRATIVO,0.796718,4583.854976940283,10 años
PROFESOR INTERINO LICENCIADO           ,816244.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.816244,4696.196297557786,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
TECNICO ASISTENCIAL A,1048249.0,Full time,9,ADMINISTRATIVO,1.048249,6031.01900010126,10 años
TRABAJADOR OPERATIVO B,750973.0,Full time,8,ADMINISTRATIVO,0.750973,4320.6646813524685,10 años
TRABAJADOR OPERATIVO B,265964.0,Part Time,4,ADMINISTRATIVO,0.265964,3060.4063296848963,10 años
TECNICO ASISTENCIAL A,901748.0,Full time,9,ADMINISTRATIVO,0.901748,5188.136903830398,10 años
PROFESOR ASOCIADO                      ,1748746.55,Full time,8,PUESTO NO ADMINISTRATIVO ,1.7487465500000001,10061.277110125102,10 años
PROFESOR INTERINO LICENCIADO           ,313040.55,Part Time,4,PUESTO NO ADMINISTRATIVO ,0.31304055,3602.1088593495406,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,9,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
TECNICO ASISTENCIAL A,847412.0,Full time,9,ADMINISTRATIVO,0.847412,4875.51895867662,10 años
PROFESOR ADJUNTO                       ,2132274.0,Full time,13,PUESTO NO ADMINISTRATIVO ,2.132274,12267.872430521673,20 años
TECNICO ASISTENCIAL B,836159.0,Full time,8,ADMINISTRATIVO,0.836159,4810.775699385994,10 años
PROFESIONAL A,1368227.0,Full time,9,ADMINISTRATIVO,1.368227,7871.987508169858,10 años
PROFESOR INTERINO LICENCIADO           ,1489179.0,Full time,9,PUESTO NO ADMINISTRATIVO ,1.489179,8567.875422301184,10 años
TECNICO ASISTENCIAL A,784828.0,Full time,8,ADMINISTRATIVO,0.784828,4515.4467877493535,10 años
TRABAJADOR OPERATIVO B,750973.0,Full time,8,ADMINISTRATIVO,0.750973,4320.6646813524685,10 años
PROFESOR INTERINO LICENCIADO           ,289320.0,1/4 of  time,7,PUESTO NO ADMINISTRATIVO ,0.28932,6658.320368955455,10 años
TECNICO ESPECIALIZADO A,928192.0,Full time,9,ADMINISTRATIVO,0.928192,5340.280398781195,10 años
PROFESOR INTERINO LICENCIADO           ,1030973.0,Full time,4,PUESTO NO ADMINISTRATIVO ,1.030973,5931.6228792886,10 años
PROFESIONAL C,1837049.0,Full time,9,ADMINISTRATIVO,1.837049,10569.318380572764,10 años
PROFESIONAL A,1180131.0,Full time,7,ADMINISTRATIVO,1.180131,6789.791818173449,10 años
TECNICO ESPECIALIZADO B,984446.0,Full time,9,ADMINISTRATIVO,0.984446,5663.933407590835,10 años
TECNICO ESPECIALIZADO B,984446.0,Full time,8,ADMINISTRATIVO,0.984446,5663.933407590835,10 años
TECNICO ESPECIALIZADO D,1159034.0,Full time,9,ADMINISTRATIVO,1.159034,6668.411871381097,10 años
PROFESOR INTERINO LICENCIADO           ,810273.45,7/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.81027345,5327.823089173439,10 años
PROFESOR INTERINO LICENCIADO           ,1312365.0,Full time,6,PUESTO NO ADMINISTRATIVO ,1.312365,7550.58984083733,10 años
PROFESIONAL A,211302.25,1/4 of  time,2,ADMINISTRATIVO,0.21130225,4862.844169712144,10 años
PROFESOR INTERINO LICENCIADO           ,313889.05,3/8 of time,4,PUESTO NO ADMINISTRATIVO ,0.31388905,4815.829888951281,10 años
PROFESOR INSTRUCTOR                    ,1787569.0,Full time,8,PUESTO NO ADMINISTRATIVO ,1.787569,10284.639053308907,10 años
TECNICO ASISTENCIAL A,814239.0,Full time,8,ADMINISTRATIVO,0.814239,4684.6606861761375,10 años
TECNICO ESPECIALIZADO B,456849.5,Part Time,8,ADMINISTRATIVO,0.4568495,5256.896051771593,10 años
TECNICO ASISTENCIAL A,847412.0,Full time,9,ADMINISTRATIVO,0.847412,4875.51895867662,10 años
PROFESOR INTERINO LICENCIADO           ,208532.7,1/4 of  time,6,PUESTO NO ADMINISTRATIVO ,0.20853270000000002,4799.106608610802,10 años
PROFESOR INTERINO BACHILLER            ,128400.5,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1284005,2954.9691156299764,10 años
PROFESOR INTERINO LICENCIADO           ,373767.45,5/8 of time,6,PUESTO NO ADMINISTRATIVO ,0.37376745,3440.7070725667622,10 años
TECNICO ESPECIALIZADO D,921380.0,Full time,7,ADMINISTRATIVO,0.92138,5301.088087194263,10 años
PROFESOR INSTRUCTOR                    ,351869.75,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.35186975,8097.820833831963,10 años
PROFESOR INTERINO LICENCIADO           ,245178.8,3/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.24517879999999997,3761.645693525175,10 años
PROFESOR INTERINO LICENCIADO           ,647609.25,3/4 of time,2,PUESTO NO ADMINISTRATIVO ,0.64760925,4967.959192127478,10 años
TRABAJADOR OPERATIVO A,791802.0,Full time,9,ADMINISTRATIVO,0.791802,4555.571153722233,10 años
TECNICO ESPECIALIZADO D,657636.0,Full time,2,ADMINISTRATIVO,0.657636,3783.6575194925936,10 años
PROFESOR INTERINO LICENCIADO           ,1433140.55,Full time,4,PUESTO NO ADMINISTRATIVO ,1.43314055,8245.462563632847,10 años
TRABAJADOR OPERATIVO C,853382.0,Full time,9,ADMINISTRATIVO,0.853382,4909.866888825473,10 años
TECNICO ASISTENCIAL B,502787.0,Full time,1,ADMINISTRATIVO,0.502787,2892.7458552346934,10 años
PROFESOR INTERINO LICENCIADO           ,59064.25,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.05906425,1359.2862534635601,10 años
PROFESOR INTERINO LICENCIADO           ,408267.5,Part Time,5,PUESTO NO ADMINISTRATIVO ,0.4082675,4697.870543399213,10 años
PROFESOR INTERINO LICENCIADO           ,326905.05,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.32690505,3761.6455017444373,10 años
PROFESOR INTERINO LICENCIADO           ,347681.6,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.3476816,4000.7180270825083,10 años
TECNICO ASISTENCIAL B,563486.0,Full time,3,ADMINISTRATIVO,0.563486,3241.9728254365696,10 años
PROFESIONAL B,965379.0,Full time,4,ADMINISTRATIVO,0.965379,5554.232907733519,10 años
PROFESOR INTERINO LICENCIADO           ,851729.6,7/8 of time,4,PUESTO NO ADMINISTRATIVO ,0.8517296,5600.411353244337,10 años
PROFESOR INTERINO LICENCIADO           ,326905.15,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.32690515000000003,3761.646652428865,10 años
PROFESOR INTERINO LICENCIADO           ,393772.05,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.39377205,4531.073657611547,10 años
PROFESOR VISITANTE,1520948.0,Full time,7,PUESTO NO ADMINISTRATIVO ,1.520948,8750.655890123444,10 años
PROFESOR INTERINO LICENCIADO           ,349451.1,Part Time,6,PUESTO NO ADMINISTRATIVO ,0.34945109999999996,4021.0793880199935,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,295321.3,Part Time,0,PUESTO NO ADMINISTRATIVO ,0.2953213,3398.216209001114,10 años
PROFESOR INTERINO LICENCIADO           ,81726.25,1/8  of time,2,PUESTO NO ADMINISTRATIVO ,0.08172625,3761.644926402224,10 años
PROFESOR INTERINO,1211545.6,Full time,8,ADMINISTRATIVO,1.2115456,6970.533273190895,10 años
PROFESOR INTERINO LICENCIADO           ,556873.2,5/8 of time,2,PUESTO NO ADMINISTRATIVO ,0.5568732,5126.282552862442,10 años
PROFESOR INTERINO LICENCIADO           ,403981.85,3/8 of time,3,PUESTO NO ADMINISTRATIVO ,0.40398185,6198.074981665761,10 años
PROFESIONAL A,1272459.0,Full time,7,ADMINISTRATIVO,1.272459,7320.993777098617,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,0,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
TECNICO ESPECIALIZADO B,780080.0,Full time,6,ADMINISTRATIVO,0.78008,4488.129539450065,10 años
TECNICO ASISTENCIAL A,724642.0,Full time,7,ADMINISTRATIVO,0.724642,4169.171323102981,10 años
PROFESOR INTERINO LICENCIADO           ,307134.25,Part Time,3,PUESTO NO ADMINISTRATIVO ,0.30713425,3534.145985031896,10 años
PROFESOR INTERINO LICENCIADO           ,779413.0,7/8 of time,4,PUESTO NO ADMINISTRATIVO ,0.779413,5124.905150726509,10 años
PROFESOR INTERINO LICENCIADO           ,261214.45,3/8 of time,5,PUESTO NO ADMINISTRATIVO ,0.26121445,4007.671996636933,10 años
PROFESOR INTERINO LICENCIADO           ,71376.6,1/4 of  time,4,PUESTO NO ADMINISTRATIVO ,0.07137660000000001,1642.6388415829738,10 años
TECNICO ASISTENCIAL A,865506.0,Full time,9,ADMINISTRATIVO,0.865506,4979.621378796108,10 años
PROFESOR INTERINO LICENCIADO           ,660043.25,Full time,4,PUESTO NO ADMINISTRATIVO ,0.66004325,3797.507444928243,10 años
PROFESOR INTERINO LICENCIADO           ,894689.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.894689,5147.523496976,10 años
PROFESOR INTERINO LICENCIADO           ,147660.6,1/4 of  time,2,PUESTO NO ADMINISTRATIVO ,0.1476606,3398.2150583166867,10 años
PROFESOR INTERINO LICENCIADO           ,104033.6,1/8  of time,1,PUESTO NO ADMINISTRATIVO ,0.1040336,4788.393736594526,10 años
PROFESIONAL A,845209.0,Full time,3,ADMINISTRATIVO,0.845209,4862.844169712144,10 años
TECNICO ASISTENCIAL A,1076775.0,Full time,17,ADMINISTRATIVO,1.076775,6195.141119938138,20 años
PROFESOR ASOCIADO                      ,2264605.0,Full time,9,PUESTO NO ADMINISTRATIVO ,2.264605,13029.228535132695,10 años
TECNICO ESPECIALIZADO D,730424.0,Full time,8,ADMINISTRATIVO,0.730424,4202.437609890362,10 años
PROFESOR INTERINO LICENCIADO           ,415419.0,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.415419,4780.161740203072,10 años
PROFESOR INSTRUCTOR                    ,1089714.2,7/8 of time,4,PUESTO NO ADMINISTRATIVO ,1.0897142,7165.2409138669955,10 años
PROFESOR INTERINO LICENCIADO           ,889141.0,Full time,3,PUESTO NO ADMINISTRATIVO ,0.889141,5115.6035109683235,10 años
PROFESOR INSTRUCTOR                    ,167112.1,1/8  of time,8,PUESTO NO ADMINISTRATIVO ,0.1671121,7691.731641980649,10 años
PROFESOR INTERINO LICENCIADO           ,188115.8,1/4 of  time,5,PUESTO NO ADMINISTRATIVO ,0.1881158,4329.238431018769,10 años
PROFESOR INSTRUCTOR                    ,336402.0,1/4 of  time,8,PUESTO NO ADMINISTRATIVO ,0.336402,7741.850852887296,10 años
TECNICO ASISTENCIAL B,901782.0,Full time,8,ADMINISTRATIVO,0.901782,5188.332520183004,10 años
PROFESOR INTERINO LICENCIADO           ,332226.9,Part Time,2,PUESTO NO ADMINISTRATIVO ,0.33222690000000005,3822.8832009279117,10 años
PROFESOR INTERINO LICENCIADO           ,863479.0,Full time,1,PUESTO NO ADMINISTRATIVO ,0.863479,4967.959192127477,10 años
TRABAJADOR OPERATIVO B,852272.0,Full time,8,ADMINISTRATIVO,0.852272,4903.480590255083,10 años
TECNICO ASISTENCIAL A,847412.0,Full time,8,ADMINISTRATIVO,0.847412,4875.51895867662,10 años
